State,District,Subdistrict,City,City_Regiotype,Pincode,Locality,Sublocality,Sublocality_ID,Grid_Name,Part_Grid_Name,Part_Grid_Split_Count,Grid_Population,Grid_Households,Part_Grid_Population,Part_Grid_Households,ESI_Value,ESI_Segment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,"Jupiter Colony, Radha Swamy Colony",3048,Hyd_10750,Hyd_10750_3048,1,417,102,370,89,76000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Manovikas Nagar,3140,Hyd_10750,Hyd_10750_3140,1,417,102,47,13,76000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kiran Enclave,3138,Hyd_10751,Hyd_10751_3138,3,808,192,808,192,76000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kiran Enclave,3138,Hyd_10752,Hyd_10752_3138,4,839,201,750,180,76000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Sikh Village,3191,Hyd_10753,Hyd_10753_3191,1,1142,278,786,191,76000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Wahab Nagar,3212,Hyd_10753,Hyd_10753_3212,1,1142,278,356,87,75000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Sikh Village,3191,Hyd_10754,Hyd_10754_3191,1,1506,367,1103,268,76000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Wahab Nagar,3212,Hyd_10754,Hyd_10754_3212,1,1506,367,403,99,75000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kummu Gutta,3146,Hyd_10755,Hyd_10755_3146,2,974,238,958,234,76000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Hyd_10755,Hyd_10755_3148,1,974,238,16,4,73000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Hyd_10756,Hyd_10756_3148,4,317,73,317,73,70000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Hyd_10757,Hyd_10757_3148,1,450,103,450,103,70000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Hyd_10758,Hyd_10758_3148,1,9,9,9,9,70000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Radha Swamy Colony,3049,Hyd_10761,Hyd_10761_3049,1,783,188,590,141,76000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,"Jupiter Colony, Radha Swamy Colony",3048,Hyd_10762,Hyd_10762_3048,1,1424,338,1204,285,76000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Radha Swamy Colony,3049,Hyd_10762,Hyd_10762_3049,1,1424,338,220,53,76000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vahini nagar,3046,Hyd_10763,Hyd_10763_3046,1,988,228,464,106,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"AWHO Colony, Vahini nagar",3047,Hyd_10763,Hyd_10763_3047,1,988,228,81,19,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,"Jupiter Colony, Radha Swamy Colony",3048,Hyd_10763,Hyd_10763_3048,1,988,228,443,103,76000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"AWHO Colony, Vahini nagar",3047,Hyd_10764,Hyd_10764_3047,2,1074,247,615,141,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Sitaram Nagar,3080,Hyd_10764,Hyd_10764_3080,2,1074,247,459,106,155000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Sitaram Nagar,3080,Hyd_10765,Hyd_10765_3080,1,890,204,321,74,155000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Wahab Nagar,3212,Hyd_10765,Hyd_10765_3212,1,890,204,569,130,75000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Hyd_10766,Hyd_10766_3148,1,1162,265,318,73,90000,"80,000-1,20,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Wahab Nagar,3212,Hyd_10766,Hyd_10766_3212,1,1162,265,844,192,35000,"20,000-40,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Hyd_10767,Hyd_10767_3148,2,630,145,630,145,90000,"80,000-1,20,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Hyd_10768,Hyd_10768_3148,2,236,57,236,57,70000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Hyd_10769,Hyd_10769_3148,1,269,62,269,62,70000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Hyd_10770,Hyd_10770_3148,2,27,7,27,7,73000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Hyd_10774,Hyd_10774_3045,1,469,113,144,34,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,"Rail Enclave, Radha Swamy Colony",3050,Hyd_10774,Hyd_10774_3050,2,469,113,325,79,76000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Hyd_10775,Hyd_10775_3045,2,660,151,436,100,210000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vahini nagar,3046,Hyd_10775,Hyd_10775_3046,1,660,151,224,51,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vahini nagar,3046,Hyd_10776,Hyd_10776_3046,1,820,187,820,187,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vahini nagar,3046,Hyd_10777,Hyd_10777_3046,1,673,155,285,66,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"AWHO Colony, Vahini nagar",3047,Hyd_10777,Hyd_10777_3047,1,673,155,203,46,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Sitaram Nagar,3080,Hyd_10777,Hyd_10777_3080,1,673,155,185,43,155000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Sitaram Nagar,3080,Hyd_10778,Hyd_10778_3080,1,827,189,539,123,155000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Gun Rock Enclave,3192,Hyd_10778,Hyd_10778_3192,1,827,189,288,66,155000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Gun Rock Enclave,3192,Hyd_10779,Hyd_10779_3192,1,682,158,456,105,153000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Wahab Nagar,3212,Hyd_10779,Hyd_10779_3212,2,682,158,226,53,75000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Hyd_10780,Hyd_10780_3148,1,87,22,87,22,90000,"80,000-1,20,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Hyd_10781,Hyd_10781_3148,1,16,4,16,4,70000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Hyd_10782,Hyd_10782_3148,2,242,56,242,56,70000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Hyd_10783,Hyd_10783_3148,1,19,5,19,5,70000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Hyd_10790,Hyd_10790_3045,2,11,3,11,3,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Hyd_10791,Hyd_10791_3045,2,185,43,185,43,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Hyd_10792,Hyd_10792_3045,1,110,26,110,26,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Hyd_10793,Hyd_10793_3045,2,182,43,182,43,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Hyderabad Asbestos Staff Colony,3081,Hyd_10794,Hyd_10794_3081,1,1307,300,743,170,94000,"80,000-1,20,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Gun Rock Enclave,3192,Hyd_10794,Hyd_10794_3192,1,1307,300,564,130,80000,"80,000-1,20,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Hyderabad Asbestos Staff Colony,3081,Hyd_10795,Hyd_10795_3081,1,1245,284,934,213,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Gun Rock Enclave,3192,Hyd_10795,Hyd_10795_3192,1,1245,284,311,71,155000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,P & T Colony,3058,Hyd_10796,Hyd_10796_3058,2,704,162,223,52,62000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"Sri Ram Enclave, P & T Colony",3147,Hyd_10796,Hyd_10796_3147,1,704,162,481,110,62000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,P & T Colony,3058,Hyd_10797,Hyd_10797_3058,1,63,16,11,3,62000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vikampuri,3141,Hyd_10797,Hyd_10797_3141,1,63,16,52,13,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Hyd_10808,Hyd_10808_3045,1,180,41,180,41,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kousalya Enclave,3025,Hyd_10809,Hyd_10809_3025,2,384,88,384,88,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Hyd_10810,Hyd_10810_3045,3,25,6,25,6,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Hyderabad Asbestos Staff Colony,3081,Hyd_10811,Hyd_10811_3081,1,1129,258,976,222,63000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vasavi Nagar,3118,Hyd_10811,Hyd_10811_3118,2,1129,258,153,36,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,R & D Colony,3015,Hyd_10812,Hyd_10812_3015,1,1126,258,458,105,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Hyderabad Asbestos Staff Colony,3081,Hyd_10812,Hyd_10812_3081,1,1126,258,668,153,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vikampuri,3141,Hyd_10813,Hyd_10813_3141,1,1396,345,1308,323,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"Sri Ram Enclave, P & T Colony",3147,Hyd_10813,Hyd_10813_3147,1,1396,345,88,22,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500026,West Marredpally,Picket,3026,Hyd_10814,Hyd_10814_3026,1,842,210,194,49,81000,"80,000-1,20,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vikampuri,3141,Hyd_10814,Hyd_10814_3141,1,842,210,486,120,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kousalya Enclave,3025,Hyd_10825,Hyd_10825_3025,1,83,23,83,23,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kousalya Enclave,3025,Hyd_10826,Hyd_10826_3025,1,950,217,767,175,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,New Vasavi Nagar,3117,Hyd_10826,Hyd_10826_3117,1,950,217,183,42,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Hyd_10827,Hyd_10827_3045,1,1237,306,98,25,240000,"2,00,000-2,50,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,New Vasavi Nagar,3117,Hyd_10827,Hyd_10827_3117,1,1237,306,507,125,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vasavi Nagar,3118,Hyd_10827,Hyd_10827_3118,1,1237,306,632,156,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vasavi Nagar,3118,Hyd_10828,Hyd_10828_3118,1,2009,495,1187,293,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kakaguda,3142,Hyd_10828,Hyd_10828_3142,1,2009,495,822,202,70000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,R & D Colony,3015,Hyd_10829,Hyd_10829_3015,1,1622,401,804,198,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Gruhalaxmi Colony,3074,Hyd_10829,Hyd_10829_3074,1,1622,401,818,203,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Gruhalaxmi Colony,3074,Hyd_10830,Hyd_10830_3074,1,1472,365,725,179,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vikampuri,3141,Hyd_10830,Hyd_10830_3141,2,1472,365,747,186,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vikampuri,3141,Hyd_10831,Hyd_10831_3141,1,917,216,92,22,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500015,Trimulgherry,Hanuman Temple Complex,3035,Hyd_10841,Hyd_10841_3035,3,863,215,638,158,91000,"80,000-1,20,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,New Vasavi Nagar,3117,Hyd_10841,Hyd_10841_3117,1,863,215,225,57,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"Balaji Colony, Dad Enclave",3073,Hyd_10842,Hyd_10842_3073,1,1954,484,520,129,70000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Dad Enclave,3116,Hyd_10842,Hyd_10842_3116,1,1954,484,663,164,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,New Vasavi Nagar,3117,Hyd_10842,Hyd_10842_3117,1,1954,484,771,191,120000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Joyti Colony,3115,Hyd_10843,Hyd_10843_3115,1,1818,449,464,116,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kakaguda,3142,Hyd_10843,Hyd_10843_3142,1,1818,449,1354,333,70000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Brooke Bond Colony,3036,Hyd_10844,Hyd_10844_3036,1,1620,402,355,88,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"Shangir Apartment, Theograj Nagar",3071,Hyd_10844,Hyd_10844_3071,1,1620,402,614,153,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Gruhalaxmi Colony,3074,Hyd_10844,Hyd_10844_3074,1,1620,402,375,93,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kakaguda,3142,Hyd_10844,Hyd_10844_3142,1,1620,402,276,68,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500026,West Marredpally,Krishnapuri,3027,Hyd_10845,Hyd_10845_3027,1,1142,273,290,69,84000,"80,000-1,20,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"Gayatri Residency, Ishaq Colony",3072,Hyd_10845,Hyd_10845_3072,1,1142,273,332,81,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Ishaq Colony,3082,Hyd_10845,Hyd_10845_3082,1,1142,273,520,123,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500015,Trimulgherry,Hanuman Temple Complex,3035,Hyd_10857,Hyd_10857_3035,3,126,32,126,32,80000,"80,000-1,20,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500015,Trimulgherry,Hanuman Temple Complex,3035,Hyd_10858,Hyd_10858_3035,1,705,177,43,11,80000,"80,000-1,20,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Karkhana,3037,Hyd_10858,Hyd_10858_3037,1,705,177,248,64,93000,"80,000-1,20,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Dad Enclave,3116,Hyd_10858,Hyd_10858_3116,1,705,177,414,102,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Joyti Colony,3115,Hyd_10859,Hyd_10859_3115,1,671,167,671,167,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Brooke Bond Colony,3036,Hyd_10860,Hyd_10860_3036,1,127,32,127,32,123000,"1,20,000-1,60,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500026,West Marredpally,RK Nagar,3018,Hyd_10861,Hyd_10861_3018,2,808,192,527,126,81000,"80,000-1,20,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500026,West Marredpally,Krishnapuri,3027,Hyd_10861,Hyd_10861_3027,1,808,192,281,66,81000,"80,000-1,20,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Karkhana,3037,Hyd_10874,Hyd_10874_3037,2,38,11,38,11,50000,"40,000-80,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500026,West Marredpally,"Rukmini Devi Colony, Mahatma Gandhi Nagar",3066,Hyd_10876,Hyd_10876_3066,1,57,14,57,14,81000,"80,000-1,20,000"
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500026,West Marredpally,Simhapuri Colony,3028,Hyd_10877,Hyd_10877_3028,1,1599,375,812,190,81000,"80,000-1,20,000"
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400053,Andheri West,Anand Nagar,1019,Mum_01931,Mum_01931_1019,1,3176,728,184,43,96000,"80,000-1,20,000"
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400053,Andheri West,Anand Nagar,1019,Mum_02068,Mum_02068_1019,1,9052,1873,809,185,33000,"20,000-40,000"
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400053,Andheri West,Industrial   Area,1183,Mum_01798,Mum_01798_1183,1,86,20,86,20,98000,"80,000-1,20,000"
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400053,Andheri West,Model Town,1084,Mum_01030,Mum_01030_1084,1,1229,300,304,70,10000,"<20,000"
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400061,Andheri West,"Joseph Patel   Wadi, Versova",1150,Mum_01032,Mum_01032_1150,1,2390,594,689,171,220000,"2,00,000-2,50,000"
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400053,Andheri West,Seven Bunglow,875,Mum_01032,Mum_01032_875,1,2390,594,1547,384,208000,"2,00,000-2,50,000"
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400053,Andheri West,SV Patel Nagar,1427,Mum_01133,Mum_01133_1427,1,2952,676,1586,363,90000,"80,000-1,20,000"
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400053,Andheri West,Industrial   Area,1087,Mum_02073,Mum_02073_1087,1,1877,431,282,65,177000,"1,60,000-2,00,000"
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400052,Khar West,Pali Village,1325,Mum_02106,Mum_02106_1325,1,2992,699,753,192,217000,"2,00,000-2,50,000"
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400050,Bandra West,Santosh Nagar,993,Mum_02111,Mum_02111_993,2,2285,474,1283,266,147000,"1,20,000-1,60,000"
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400050,Bandra West,Bandra rAILWAY STATION,1468,Mum_02260,Mum_02260_1468,1,2719,562,2719,562,80000,"80,000-1,20,000"
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400050,Bandra West,Reclamation,1077,Mum_01973,Mum_01973_1077,2,2639,546,2639,546,30000,"20,000-40,000"
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400102,Jogeshwari West,Gautam Nagar,891,Mum_02071,Mum_02071_891,1,4614,1036,849,174,29000,"20,000-40,000"
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400058,Jogeshwari West,Prathmesh   Complex,1139,Mum_02072,Mum_02072_1139,1,4892,1120,418,96,119000,"80,000-1,20,000"
